id,source_path,output_path,category,generator,source_generator,target,status,error
96,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\096_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\096_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
97,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\097_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\097_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
98,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\098_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\098_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
99,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\099_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\099_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
100,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\100_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\100_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
101,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\101_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\101_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
102,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\102_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\102_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
103,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\103_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\103_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
104,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\104_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\104_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
105,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\105_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\105_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
106,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\106_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\106_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
107,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\107_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\107_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
108,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\108_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\108_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
109,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\109_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\109_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
110,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\110_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\110_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
111,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\111_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\111_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
112,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\112_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\112_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
113,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\113_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\113_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
114,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\114_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\114_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
115,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\115_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\115_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
116,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\116_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\116_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
117,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\117_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\117_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
118,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\118_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\118_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
119,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\119_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\119_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
120,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\120_ref3.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\120_ref3.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Rober_ref.wav,ok,
121,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\121_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\121_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
122,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\122_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\122_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
123,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\123_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\123_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
124,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\124_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\124_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
125,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\125_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\125_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
126,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\126_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\126_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
127,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\127_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\127_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
128,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\128_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\128_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
129,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\129_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\129_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
130,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\130_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\130_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
131,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\131_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\131_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
132,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\132_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\132_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
133,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\133_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\133_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
134,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\134_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\134_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
135,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\135_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\135_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
136,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\136_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\136_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
137,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\137_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\137_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
138,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\138_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\138_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
139,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\139_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\139_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
140,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\140_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\140_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
141,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\141_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\141_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
142,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\142_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\142_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
143,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\143_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\143_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
144,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\144_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\144_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
145,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\145_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\145_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
146,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\146_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\146_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
147,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\147_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\147_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
148,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\148_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\148_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
149,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\149_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\149_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
150,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\150_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\150_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
151,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\151_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\151_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
152,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\152_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\152_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
153,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\153_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\153_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
154,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\154_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\154_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
155,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\155_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\155_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
156,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\156_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\156_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
157,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\157_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\157_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
158,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\158_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\158_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
159,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\159_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\159_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
160,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\160_ref4.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\160_ref4.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Samu_ref.wav,ok,
161,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\161_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\161_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
162,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\162_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\162_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
163,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\163_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\163_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
164,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\164_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\164_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
165,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\165_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\165_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
166,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\166_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\166_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
167,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\167_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\167_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
168,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\168_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\168_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
169,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\169_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\169_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
170,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\170_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\170_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
171,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\171_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\171_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
172,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\172_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\172_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
173,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\173_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\173_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
174,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\174_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\174_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
175,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\175_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\175_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
176,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\176_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\176_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
177,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\177_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\177_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
178,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\178_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\178_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
179,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\179_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\179_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
180,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\180_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\180_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
181,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\181_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\181_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
182,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\182_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\182_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
183,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\183_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\183_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
184,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\184_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\184_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
185,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\185_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\185_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
186,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\186_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\186_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
187,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\187_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\187_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
188,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\188_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\188_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
189,C:\Users\gonza\TFG\Deepfake-Detection\data\tts\confucius4\189_ref5.wav,C:\Users\gonza\TFG\Deepfake-Detection\data\sts\knnvc\189_ref5.wav,sts,knnvc,confucius4,C:\Users\gonza\TFG\Deepfake-Detection\referencias_tts\Gonzalo_referencia.wav,ok,
