path,label,category,generator,speaker_id,source_speaker_id,target_speaker_id,utterance_id,source_generator,target_model,split
data/tts/confucius4/094_ref3.wav,1,tts,confucius4,noelia,,noelia,094,text,,train
data/tts/confucius4/095_ref3.wav,1,tts,confucius4,noelia,,noelia,095,text,,test
data/tts/confucius4/096_ref3.wav,1,tts,confucius4,noelia,,noelia,096,text,,train
data/tts/confucius4/097_ref3.wav,1,tts,confucius4,noelia,,noelia,097,text,,test
data/tts/confucius4/098_ref3.wav,1,tts,confucius4,noelia,,noelia,098,text,,train
data/tts/confucius4/099_ref3.wav,1,tts,confucius4,noelia,,noelia,099,text,,test
data/tts/confucius4/100_ref3.wav,1,tts,confucius4,noelia,,noelia,100,text,,train
data/tts/confucius4/101_ref3.wav,1,tts,confucius4,noelia,,noelia,101,text,,train
data/tts/confucius4/102_ref3.wav,1,tts,confucius4,noelia,,noelia,102,text,,train
data/tts/confucius4/103_ref3.wav,1,tts,confucius4,noelia,,noelia,103,text,,test
data/tts/confucius4/104_ref3.wav,1,tts,confucius4,noelia,,noelia,104,text,,val
data/tts/confucius4/105_ref3.wav,1,tts,confucius4,noelia,,noelia,105,text,,train
data/tts/confucius4/106_ref3.wav,1,tts,confucius4,noelia,,noelia,106,text,,train
data/tts/confucius4/107_ref3.wav,1,tts,confucius4,noelia,,noelia,107,text,,train
data/tts/confucius4/108_ref3.wav,1,tts,confucius4,noelia,,noelia,108,text,,test
data/tts/confucius4/109_ref3.wav,1,tts,confucius4,noelia,,noelia,109,text,,test
data/tts/confucius4/110_ref3.wav,1,tts,confucius4,noelia,,noelia,110,text,,test
data/tts/confucius4/111_ref3.wav,1,tts,confucius4,noelia,,noelia,111,text,,train
data/tts/confucius4/112_ref3.wav,1,tts,confucius4,noelia,,noelia,112,text,,train
data/tts/confucius4/113_ref3.wav,1,tts,confucius4,noelia,,noelia,113,text,,train
data/tts/confucius4/114_ref3.wav,1,tts,confucius4,noelia,,noelia,114,text,,train
data/tts/confucius4/115_ref3.wav,1,tts,confucius4,noelia,,noelia,115,text,,train
data/tts/confucius4/116_ref3.wav,1,tts,confucius4,noelia,,noelia,116,text,,train
data/tts/confucius4/117_ref3.wav,1,tts,confucius4,noelia,,noelia,117,text,,val
data/tts/confucius4/118_ref3.wav,1,tts,confucius4,noelia,,noelia,118,text,,train
data/tts/confucius4/119_ref3.wav,1,tts,confucius4,noelia,,noelia,119,text,,train
data/tts/confucius4/120_ref3.wav,1,tts,confucius4,noelia,,noelia,120,text,,train
data/tts/confucius4/121_ref4.wav,1,tts,confucius4,rober,,rober,121,text,,test
data/tts/confucius4/122_ref4.wav,1,tts,confucius4,rober,,rober,122,text,,train
data/tts/confucius4/123_ref4.wav,1,tts,confucius4,rober,,rober,123,text,,train
data/tts/confucius4/124_ref4.wav,1,tts,confucius4,rober,,rober,124,text,,test
data/tts/confucius4/125_ref4.wav,1,tts,confucius4,rober,,rober,125,text,,train
data/tts/confucius4/126_ref4.wav,1,tts,confucius4,rober,,rober,126,text,,train
data/tts/confucius4/127_ref4.wav,1,tts,confucius4,rober,,rober,127,text,,train
data/tts/confucius4/128_ref4.wav,1,tts,confucius4,rober,,rober,128,text,,val
data/tts/confucius4/129_ref4.wav,1,tts,confucius4,rober,,rober,129,text,,train
data/tts/confucius4/130_ref4.wav,1,tts,confucius4,rober,,rober,130,text,,train
data/tts/confucius4/131_ref4.wav,1,tts,confucius4,rober,,rober,131,text,,train
data/tts/confucius4/132_ref4.wav,1,tts,confucius4,rober,,rober,132,text,,train
data/tts/confucius4/133_ref4.wav,1,tts,confucius4,rober,,rober,133,text,,val
data/tts/confucius4/134_ref4.wav,1,tts,confucius4,rober,,rober,134,text,,train
data/tts/confucius4/135_ref4.wav,1,tts,confucius4,rober,,rober,135,text,,train
data/tts/confucius4/136_ref4.wav,1,tts,confucius4,rober,,rober,136,text,,train
data/tts/confucius4/137_ref4.wav,1,tts,confucius4,rober,,rober,137,text,,val
data/tts/confucius4/138_ref4.wav,1,tts,confucius4,rober,,rober,138,text,,test
data/tts/confucius4/139_ref4.wav,1,tts,confucius4,rober,,rober,139,text,,train
data/tts/confucius4/140_ref4.wav,1,tts,confucius4,rober,,rober,140,text,,train
data/tts/confucius4/141_ref4.wav,1,tts,confucius4,rober,,rober,141,text,,train
data/tts/confucius4/142_ref4.wav,1,tts,confucius4,rober,,rober,142,text,,test
data/tts/confucius4/143_ref4.wav,1,tts,confucius4,rober,,rober,143,text,,test
data/tts/confucius4/144_ref4.wav,1,tts,confucius4,rober,,rober,144,text,,train
data/tts/confucius4/145_ref4.wav,1,tts,confucius4,rober,,rober,145,text,,train
data/tts/confucius4/146_ref4.wav,1,tts,confucius4,rober,,rober,146,text,,train
data/tts/confucius4/147_ref4.wav,1,tts,confucius4,rober,,rober,147,text,,train
data/tts/confucius4/148_ref4.wav,1,tts,confucius4,rober,,rober,148,text,,train
data/tts/confucius4/149_ref4.wav,1,tts,confucius4,rober,,rober,149,text,,train
data/tts/confucius4/150_ref4.wav,1,tts,confucius4,rober,,rober,150,text,,val
data/tts/confucius4/151_ref4.wav,1,tts,confucius4,rober,,rober,151,text,,val
data/tts/confucius4/152_ref4.wav,1,tts,confucius4,rober,,rober,152,text,,train
data/tts/confucius4/153_ref4.wav,1,tts,confucius4,rober,,rober,153,text,,train
data/tts/confucius4/154_ref4.wav,1,tts,confucius4,rober,,rober,154,text,,train
data/tts/confucius4/155_ref4.wav,1,tts,confucius4,rober,,rober,155,text,,train
data/tts/confucius4/156_ref4.wav,1,tts,confucius4,rober,,rober,156,text,,train
data/tts/confucius4/157_ref4.wav,1,tts,confucius4,rober,,rober,157,text,,train
data/tts/confucius4/158_ref4.wav,1,tts,confucius4,rober,,rober,158,text,,test
data/tts/confucius4/159_ref4.wav,1,tts,confucius4,rober,,rober,159,text,,test
data/tts/confucius4/160_ref4.wav,1,tts,confucius4,rober,,rober,160,text,,train
data/tts/confucius4/161_ref5.wav,1,tts,confucius4,samu,,samu,161,text,,train
data/tts/confucius4/162_ref5.wav,1,tts,confucius4,samu,,samu,162,text,,train
data/tts/confucius4/163_ref5.wav,1,tts,confucius4,samu,,samu,163,text,,train
data/tts/confucius4/164_ref5.wav,1,tts,confucius4,samu,,samu,164,text,,train
data/tts/confucius4/165_ref5.wav,1,tts,confucius4,samu,,samu,165,text,,train
data/tts/confucius4/166_ref5.wav,1,tts,confucius4,samu,,samu,166,text,,train
data/tts/confucius4/167_ref5.wav,1,tts,confucius4,samu,,samu,167,text,,val
data/tts/confucius4/168_ref5.wav,1,tts,confucius4,samu,,samu,168,text,,test
data/tts/confucius4/169_ref5.wav,1,tts,confucius4,samu,,samu,169,text,,train
data/tts/confucius4/170_ref5.wav,1,tts,confucius4,samu,,samu,170,text,,train
data/tts/confucius4/171_ref5.wav,1,tts,confucius4,samu,,samu,171,text,,train
data/tts/confucius4/172_ref5.wav,1,tts,confucius4,samu,,samu,172,text,,train
data/tts/confucius4/173_ref5.wav,1,tts,confucius4,samu,,samu,173,text,,train
data/tts/confucius4/174_ref5.wav,1,tts,confucius4,samu,,samu,174,text,,train
data/tts/confucius4/175_ref5.wav,1,tts,confucius4,samu,,samu,175,text,,train
data/tts/confucius4/176_ref5.wav,1,tts,confucius4,samu,,samu,176,text,,train
data/tts/confucius4/177_ref5.wav,1,tts,confucius4,samu,,samu,177,text,,test
data/tts/confucius4/178_ref5.wav,1,tts,confucius4,samu,,samu,178,text,,val
data/tts/confucius4/179_ref5.wav,1,tts,confucius4,samu,,samu,179,text,,train
data/tts/confucius4/180_ref5.wav,1,tts,confucius4,samu,,samu,180,text,,train
data/tts/confucius4/181_ref5.wav,1,tts,confucius4,samu,,samu,181,text,,val
data/tts/confucius4/182_ref5.wav,1,tts,confucius4,samu,,samu,182,text,,train
data/tts/confucius4/183_ref5.wav,1,tts,confucius4,samu,,samu,183,text,,test
data/tts/confucius4/184_ref5.wav,1,tts,confucius4,samu,,samu,184,text,,val
data/tts/confucius4/185_ref5.wav,1,tts,confucius4,samu,,samu,185,text,,test
data/tts/confucius4/186_ref5.wav,1,tts,confucius4,samu,,samu,186,text,,train
data/tts/confucius4/187_ref5.wav,1,tts,confucius4,samu,,samu,187,text,,train
data/tts/confucius4/188_ref5.wav,1,tts,confucius4,samu,,samu,188,text,,val
data/tts/confucius4/189_ref5.wav,1,tts,confucius4,samu,,samu,189,text,,test
data/tts/confucius4/190_ref5.wav,1,tts,confucius4,samu,,samu,190,text,,val
data/tts/confucius4/191_ref5.wav,1,tts,confucius4,samu,,samu,191,text,,train
data/tts/confucius4/192_ref5.wav,1,tts,confucius4,samu,,samu,192,text,,val
data/tts/confucius4/193_ref5.wav,1,tts,confucius4,samu,,samu,193,text,,train
data/tts/confucius4/194_ref5.wav,1,tts,confucius4,samu,,samu,194,text,,val
data/tts/confucius4/195_ref5.wav,1,tts,confucius4,samu,,samu,195,text,,val
data/tts/confucius4/196_ref5.wav,1,tts,confucius4,samu,,samu,196,text,,train
data/tts/confucius4/197_ref5.wav,1,tts,confucius4,samu,,samu,197,text,,train
data/tts/confucius4/198_ref5.wav,1,tts,confucius4,samu,,samu,198,text,,train
data/tts/confucius4/199_ref5.wav,1,tts,confucius4,samu,,samu,199,text,,train
data/tts/confucius4/200_ref5.wav,1,tts,confucius4,samu,,samu,200,text,,train
data/tts/cosyvoice/001_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,001,text,,train
data/tts/cosyvoice/002_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,002,text,,train
data/tts/cosyvoice/003_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,003,text,,train
data/tts/cosyvoice/004_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,004,text,,test
data/tts/cosyvoice/005_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,005,text,,test
data/tts/cosyvoice/006_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,006,text,,train
data/tts/cosyvoice/007_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,007,text,,train
data/tts/cosyvoice/008_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,008,text,,train
data/tts/cosyvoice/009_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,009,text,,train
data/tts/cosyvoice/010_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,010,text,,train
data/tts/cosyvoice/011_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,011,text,,train
data/tts/cosyvoice/012_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,012,text,,test
data/tts/cosyvoice/013_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,013,text,,train
data/tts/cosyvoice/014_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,014,text,,test
data/tts/cosyvoice/015_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,015,text,,test
data/tts/cosyvoice/016_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,016,text,,train
data/tts/cosyvoice/017_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,017,text,,train
data/tts/cosyvoice/018_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,018,text,,test
data/tts/cosyvoice/019_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,019,text,,train
data/tts/cosyvoice/020_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,020,text,,train
data/tts/cosyvoice/021_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,021,text,,train
data/tts/cosyvoice/022_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,022,text,,train
data/tts/cosyvoice/023_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,023,text,,train
data/tts/cosyvoice/024_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,024,text,,train
data/tts/cosyvoice/025_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,025,text,,train
data/tts/cosyvoice/026_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,026,text,,val
data/tts/cosyvoice/027_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,027,text,,val
data/tts/cosyvoice/028_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,028,text,,val
data/tts/cosyvoice/029_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,029,text,,test
data/tts/cosyvoice/030_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,030,text,,val
data/tts/cosyvoice/031_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,031,text,,train
data/tts/cosyvoice/032_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,032,text,,test
data/tts/cosyvoice/033_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,033,text,,train
data/tts/cosyvoice/034_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,034,text,,train
data/tts/cosyvoice/035_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,035,text,,val
data/tts/cosyvoice/036_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,036,text,,test
data/tts/cosyvoice/037_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,037,text,,train
data/tts/cosyvoice/038_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,038,text,,train
data/tts/cosyvoice/039_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,039,text,,train
data/tts/cosyvoice/040_ref1.wav,1,tts,cosyvoice,gonzalo,,gonzalo,040,text,,train
data/tts/cosyvoice/041_ref2.wav,1,tts,cosyvoice,marta,,marta,041,text,,train
data/tts/cosyvoice/042_ref2.wav,1,tts,cosyvoice,marta,,marta,042,text,,train
data/tts/cosyvoice/043_ref2.wav,1,tts,cosyvoice,marta,,marta,043,text,,train
data/tts/cosyvoice/044_ref2.wav,1,tts,cosyvoice,marta,,marta,044,text,,train
data/tts/cosyvoice/045_ref2.wav,1,tts,cosyvoice,marta,,marta,045,text,,train
data/tts/cosyvoice/046_ref2.wav,1,tts,cosyvoice,marta,,marta,046,text,,train
data/tts/cosyvoice/047_ref2.wav,1,tts,cosyvoice,marta,,marta,047,text,,val
data/tts/cosyvoice/048_ref2.wav,1,tts,cosyvoice,marta,,marta,048,text,,train
data/tts/cosyvoice/049_ref2.wav,1,tts,cosyvoice,marta,,marta,049,text,,test
data/tts/cosyvoice/050_ref2.wav,1,tts,cosyvoice,marta,,marta,050,text,,train
data/tts/cosyvoice/051_ref2.wav,1,tts,cosyvoice,marta,,marta,051,text,,train
data/tts/cosyvoice/052_ref2.wav,1,tts,cosyvoice,marta,,marta,052,text,,train
data/tts/cosyvoice/053_ref2.wav,1,tts,cosyvoice,marta,,marta,053,text,,train
data/tts/cosyvoice/054_ref2.wav,1,tts,cosyvoice,marta,,marta,054,text,,train
data/tts/cosyvoice/055_ref2.wav,1,tts,cosyvoice,marta,,marta,055,text,,test
data/tts/cosyvoice/056_ref2.wav,1,tts,cosyvoice,marta,,marta,056,text,,train
data/tts/cosyvoice/057_ref2.wav,1,tts,cosyvoice,marta,,marta,057,text,,test
data/tts/cosyvoice/058_ref2.wav,1,tts,cosyvoice,marta,,marta,058,text,,train
data/tts/cosyvoice/059_ref2.wav,1,tts,cosyvoice,marta,,marta,059,text,,train
data/tts/cosyvoice/060_ref2.wav,1,tts,cosyvoice,marta,,marta,060,text,,val
data/tts/cosyvoice/061_ref2.wav,1,tts,cosyvoice,marta,,marta,061,text,,val
data/tts/cosyvoice/062_ref2.wav,1,tts,cosyvoice,marta,,marta,062,text,,train
data/tts/cosyvoice/063_ref2.wav,1,tts,cosyvoice,marta,,marta,063,text,,train
data/tts/cosyvoice/064_ref2.wav,1,tts,cosyvoice,marta,,marta,064,text,,val
data/tts/cosyvoice/065_ref2.wav,1,tts,cosyvoice,marta,,marta,065,text,,train
data/tts/cosyvoice/066_ref2.wav,1,tts,cosyvoice,marta,,marta,066,text,,train
data/tts/cosyvoice/067_ref2.wav,1,tts,cosyvoice,marta,,marta,067,text,,train
data/tts/cosyvoice/068_ref2.wav,1,tts,cosyvoice,marta,,marta,068,text,,train
data/tts/cosyvoice/069_ref2.wav,1,tts,cosyvoice,marta,,marta,069,text,,train
data/tts/cosyvoice/070_ref2.wav,1,tts,cosyvoice,marta,,marta,070,text,,train
data/tts/cosyvoice/071_ref2.wav,1,tts,cosyvoice,marta,,marta,071,text,,train
data/tts/cosyvoice/072_ref2.wav,1,tts,cosyvoice,marta,,marta,072,text,,train
data/tts/cosyvoice/073_ref2.wav,1,tts,cosyvoice,marta,,marta,073,text,,train
data/tts/cosyvoice/074_ref2.wav,1,tts,cosyvoice,marta,,marta,074,text,,train
data/tts/cosyvoice/075_ref2.wav,1,tts,cosyvoice,marta,,marta,075,text,,train
data/tts/cosyvoice/076_ref2.wav,1,tts,cosyvoice,marta,,marta,076,text,,val
data/tts/cosyvoice/077_ref2.wav,1,tts,cosyvoice,marta,,marta,077,text,,test
data/tts/cosyvoice/078_ref2.wav,1,tts,cosyvoice,marta,,marta,078,text,,train
data/tts/cosyvoice/079_ref2.wav,1,tts,cosyvoice,marta,,marta,079,text,,train
data/tts/cosyvoice/080_ref2.wav,1,tts,cosyvoice,marta,,marta,080,text,,train
data/tts/cosyvoice/081_ref3.wav,1,tts,cosyvoice,noelia,,noelia,081,text,,train
data/tts/cosyvoice/082_ref3.wav,1,tts,cosyvoice,noelia,,noelia,082,text,,test
data/tts/cosyvoice/083_ref3.wav,1,tts,cosyvoice,noelia,,noelia,083,text,,train
data/tts/cosyvoice/084_ref3.wav,1,tts,cosyvoice,noelia,,noelia,084,text,,train
data/tts/cosyvoice/085_ref3.wav,1,tts,cosyvoice,noelia,,noelia,085,text,,train
data/tts/cosyvoice/086_ref3.wav,1,tts,cosyvoice,noelia,,noelia,086,text,,train
data/tts/cosyvoice/087_ref3.wav,1,tts,cosyvoice,noelia,,noelia,087,text,,train
data/tts/cosyvoice/088_ref3.wav,1,tts,cosyvoice,noelia,,noelia,088,text,,train
data/tts/cosyvoice/089_ref3.wav,1,tts,cosyvoice,noelia,,noelia,089,text,,val
data/tts/cosyvoice/090_ref3.wav,1,tts,cosyvoice,noelia,,noelia,090,text,,val
data/tts/cosyvoice/091_ref3.wav,1,tts,cosyvoice,noelia,,noelia,091,text,,train
data/tts/cosyvoice/092_ref3.wav,1,tts,cosyvoice,noelia,,noelia,092,text,,train
data/tts/cosyvoice/093_ref3.wav,1,tts,cosyvoice,noelia,,noelia,093,text,,train
data/tts/cosyvoice/094_ref3.wav,1,tts,cosyvoice,noelia,,noelia,094,text,,train
data/tts/cosyvoice/095_ref3.wav,1,tts,cosyvoice,noelia,,noelia,095,text,,test
data/tts/cosyvoice/096_ref3.wav,1,tts,cosyvoice,noelia,,noelia,096,text,,train
data/tts/cosyvoice/097_ref3.wav,1,tts,cosyvoice,noelia,,noelia,097,text,,test
data/tts/cosyvoice/098_ref3.wav,1,tts,cosyvoice,noelia,,noelia,098,text,,train
data/tts/cosyvoice/099_ref3.wav,1,tts,cosyvoice,noelia,,noelia,099,text,,test
data/tts/cosyvoice/100_ref3.wav,1,tts,cosyvoice,noelia,,noelia,100,text,,train
data/tts/cosyvoice/101_ref3.wav,1,tts,cosyvoice,noelia,,noelia,101,text,,train
data/tts/cosyvoice/102_ref3.wav,1,tts,cosyvoice,noelia,,noelia,102,text,,train
data/tts/cosyvoice/103_ref3.wav,1,tts,cosyvoice,noelia,,noelia,103,text,,test
data/tts/cosyvoice/104_ref3.wav,1,tts,cosyvoice,noelia,,noelia,104,text,,val
data/tts/cosyvoice/105_ref3.wav,1,tts,cosyvoice,noelia,,noelia,105,text,,train
data/tts/cosyvoice/106_ref3.wav,1,tts,cosyvoice,noelia,,noelia,106,text,,train
data/tts/cosyvoice/107_ref3.wav,1,tts,cosyvoice,noelia,,noelia,107,text,,train
data/tts/cosyvoice/108_ref3.wav,1,tts,cosyvoice,noelia,,noelia,108,text,,test
data/tts/cosyvoice/109_ref3.wav,1,tts,cosyvoice,noelia,,noelia,109,text,,test
data/tts/cosyvoice/110_ref3.wav,1,tts,cosyvoice,noelia,,noelia,110,text,,test
data/tts/cosyvoice/111_ref3.wav,1,tts,cosyvoice,noelia,,noelia,111,text,,train
data/tts/cosyvoice/112_ref3.wav,1,tts,cosyvoice,noelia,,noelia,112,text,,train
data/tts/cosyvoice/113_ref3.wav,1,tts,cosyvoice,noelia,,noelia,113,text,,train
data/tts/cosyvoice/114_ref3.wav,1,tts,cosyvoice,noelia,,noelia,114,text,,train
data/tts/cosyvoice/115_ref3.wav,1,tts,cosyvoice,noelia,,noelia,115,text,,train
data/tts/cosyvoice/116_ref3.wav,1,tts,cosyvoice,noelia,,noelia,116,text,,train
data/tts/cosyvoice/117_ref3.wav,1,tts,cosyvoice,noelia,,noelia,117,text,,val
data/tts/cosyvoice/118_ref3.wav,1,tts,cosyvoice,noelia,,noelia,118,text,,train
data/tts/cosyvoice/119_ref3.wav,1,tts,cosyvoice,noelia,,noelia,119,text,,train
data/tts/cosyvoice/120_ref3.wav,1,tts,cosyvoice,noelia,,noelia,120,text,,train
data/tts/cosyvoice/121_ref4.wav,1,tts,cosyvoice,rober,,rober,121,text,,test
data/tts/cosyvoice/122_ref4.wav,1,tts,cosyvoice,rober,,rober,122,text,,train
data/tts/cosyvoice/123_ref4.wav,1,tts,cosyvoice,rober,,rober,123,text,,train
data/tts/cosyvoice/124_ref4.wav,1,tts,cosyvoice,rober,,rober,124,text,,test
data/tts/cosyvoice/125_ref4.wav,1,tts,cosyvoice,rober,,rober,125,text,,train
data/tts/cosyvoice/126_ref4.wav,1,tts,cosyvoice,rober,,rober,126,text,,train
data/tts/cosyvoice/127_ref4.wav,1,tts,cosyvoice,rober,,rober,127,text,,train
data/tts/cosyvoice/128_ref4.wav,1,tts,cosyvoice,rober,,rober,128,text,,val
data/tts/cosyvoice/129_ref4.wav,1,tts,cosyvoice,rober,,rober,129,text,,train
data/tts/cosyvoice/130_ref4.wav,1,tts,cosyvoice,rober,,rober,130,text,,train
data/tts/cosyvoice/131_ref4.wav,1,tts,cosyvoice,rober,,rober,131,text,,train
data/tts/cosyvoice/132_ref4.wav,1,tts,cosyvoice,rober,,rober,132,text,,train
data/tts/cosyvoice/133_ref4.wav,1,tts,cosyvoice,rober,,rober,133,text,,val
data/tts/cosyvoice/134_ref4.wav,1,tts,cosyvoice,rober,,rober,134,text,,train
data/tts/cosyvoice/135_ref4.wav,1,tts,cosyvoice,rober,,rober,135,text,,train
data/tts/cosyvoice/136_ref4.wav,1,tts,cosyvoice,rober,,rober,136,text,,train
data/tts/cosyvoice/137_ref4.wav,1,tts,cosyvoice,rober,,rober,137,text,,val
data/tts/cosyvoice/138_ref4.wav,1,tts,cosyvoice,rober,,rober,138,text,,test
data/tts/cosyvoice/139_ref4.wav,1,tts,cosyvoice,rober,,rober,139,text,,train
data/tts/cosyvoice/140_ref4.wav,1,tts,cosyvoice,rober,,rober,140,text,,train
data/tts/cosyvoice/141_ref4.wav,1,tts,cosyvoice,rober,,rober,141,text,,train
data/tts/cosyvoice/142_ref4.wav,1,tts,cosyvoice,rober,,rober,142,text,,test
data/tts/cosyvoice/143_ref4.wav,1,tts,cosyvoice,rober,,rober,143,text,,test
data/tts/cosyvoice/144_ref4.wav,1,tts,cosyvoice,rober,,rober,144,text,,train
data/tts/cosyvoice/145_ref4.wav,1,tts,cosyvoice,rober,,rober,145,text,,train
data/tts/cosyvoice/146_ref4.wav,1,tts,cosyvoice,rober,,rober,146,text,,train
data/tts/cosyvoice/147_ref4.wav,1,tts,cosyvoice,rober,,rober,147,text,,train
data/tts/cosyvoice/148_ref4.wav,1,tts,cosyvoice,rober,,rober,148,text,,train
data/tts/cosyvoice/149_ref4.wav,1,tts,cosyvoice,rober,,rober,149,text,,train
data/tts/cosyvoice/150_ref4.wav,1,tts,cosyvoice,rober,,rober,150,text,,val
data/tts/cosyvoice/151_ref4.wav,1,tts,cosyvoice,rober,,rober,151,text,,val
data/tts/cosyvoice/152_ref4.wav,1,tts,cosyvoice,rober,,rober,152,text,,train
data/tts/cosyvoice/153_ref4.wav,1,tts,cosyvoice,rober,,rober,153,text,,train
data/tts/cosyvoice/154_ref4.wav,1,tts,cosyvoice,rober,,rober,154,text,,train
data/tts/cosyvoice/155_ref4.wav,1,tts,cosyvoice,rober,,rober,155,text,,train
data/tts/cosyvoice/156_ref4.wav,1,tts,cosyvoice,rober,,rober,156,text,,train
data/tts/cosyvoice/157_ref4.wav,1,tts,cosyvoice,rober,,rober,157,text,,train
data/tts/cosyvoice/158_ref4.wav,1,tts,cosyvoice,rober,,rober,158,text,,test
data/tts/cosyvoice/159_ref4.wav,1,tts,cosyvoice,rober,,rober,159,text,,test
data/tts/cosyvoice/160_ref4.wav,1,tts,cosyvoice,rober,,rober,160,text,,train
data/tts/cosyvoice/161_ref5.wav,1,tts,cosyvoice,samu,,samu,161,text,,train
data/tts/cosyvoice/162_ref5.wav,1,tts,cosyvoice,samu,,samu,162,text,,train
data/tts/cosyvoice/163_ref5.wav,1,tts,cosyvoice,samu,,samu,163,text,,train
data/tts/cosyvoice/164_ref5.wav,1,tts,cosyvoice,samu,,samu,164,text,,train
data/tts/cosyvoice/165_ref5.wav,1,tts,cosyvoice,samu,,samu,165,text,,train
data/tts/cosyvoice/166_ref5.wav,1,tts,cosyvoice,samu,,samu,166,text,,train
data/tts/cosyvoice/167_ref5.wav,1,tts,cosyvoice,samu,,samu,167,text,,val
data/tts/cosyvoice/168_ref5.wav,1,tts,cosyvoice,samu,,samu,168,text,,test
data/tts/cosyvoice/169_ref5.wav,1,tts,cosyvoice,samu,,samu,169,text,,train
data/tts/cosyvoice/170_ref5.wav,1,tts,cosyvoice,samu,,samu,170,text,,train
data/tts/cosyvoice/171_ref5.wav,1,tts,cosyvoice,samu,,samu,171,text,,train
data/tts/cosyvoice/172_ref5.wav,1,tts,cosyvoice,samu,,samu,172,text,,train
data/tts/cosyvoice/173_ref5.wav,1,tts,cosyvoice,samu,,samu,173,text,,train
data/tts/cosyvoice/174_ref5.wav,1,tts,cosyvoice,samu,,samu,174,text,,train
data/tts/cosyvoice/175_ref5.wav,1,tts,cosyvoice,samu,,samu,175,text,,train
data/tts/cosyvoice/176_ref5.wav,1,tts,cosyvoice,samu,,samu,176,text,,train
data/tts/cosyvoice/177_ref5.wav,1,tts,cosyvoice,samu,,samu,177,text,,test
data/tts/cosyvoice/178_ref5.wav,1,tts,cosyvoice,samu,,samu,178,text,,val
data/tts/cosyvoice/179_ref5.wav,1,tts,cosyvoice,samu,,samu,179,text,,train
data/tts/cosyvoice/180_ref5.wav,1,tts,cosyvoice,samu,,samu,180,text,,train
data/tts/cosyvoice/181_ref5.wav,1,tts,cosyvoice,samu,,samu,181,text,,val
data/tts/cosyvoice/182_ref5.wav,1,tts,cosyvoice,samu,,samu,182,text,,train
data/tts/cosyvoice/183_ref5.wav,1,tts,cosyvoice,samu,,samu,183,text,,test
data/tts/cosyvoice/184_ref5.wav,1,tts,cosyvoice,samu,,samu,184,text,,val
data/tts/cosyvoice/185_ref5.wav,1,tts,cosyvoice,samu,,samu,185,text,,test
data/tts/cosyvoice/186_ref5.wav,1,tts,cosyvoice,samu,,samu,186,text,,train
data/tts/cosyvoice/187_ref5.wav,1,tts,cosyvoice,samu,,samu,187,text,,train
data/tts/cosyvoice/188_ref5.wav,1,tts,cosyvoice,samu,,samu,188,text,,val
data/tts/cosyvoice/189_ref5.wav,1,tts,cosyvoice,samu,,samu,189,text,,test
data/tts/cosyvoice/190_ref5.wav,1,tts,cosyvoice,samu,,samu,190,text,,val
data/tts/cosyvoice/191_ref5.wav,1,tts,cosyvoice,samu,,samu,191,text,,train
